"KEGG"	"ED10"	"EN17"	"EN20"	"EOI15"	"EOI20"	"EOK10"	"EU8"	"LOK10"
"K00520"	45.842	28.582	4.303	19.852	20.597	8.226	16.436	21.055
"K00521"	0.541	4.127	1.478	14.251	8.858	3.279	5.496	12.074
"K00523"	173.686	69	10.181	85.137	64.828	39.082	75.465	36.765
"K00525"	1031.894	689.612	164.667	637.193	602.728	435.868	713.683	554.965
"K00526"	122.545	102.496	16.876	97.679	75.509	54.975	119.314	41.613
"K00528"	161.749	116.362	43.525	159.817	105.436	76.149	127.718	112.824
"K00529"	183.45	46.998	8.406	17.036	34.103	30.136	55.217	54.88
"K00533"	0.777	5.94	4.176	5.411	3.393	2.787	3.097	0.354
"K00534"	20.583	2.777	0.553	1.709	1.06	1.581	4.953	0.64
"K00537"	150.298	146.158	30.388	131.465	94.181	50.706	139.394	84.921
"K00541"	0.078	0.064	0	0	0	0.077	0.137	0.383
"K00543"	0.904	2.779	0.789	0.705	2.38	1.593	2.259	2.749
"K00544"	3.811	4.544	1.658	19.503	8.899	3.687	3.952	18.28
"K00545"	0.395	0.703	0.446	1.194	2.236	1.199	1.233	5.044
"K00547"	106.195	45.144	12.123	92.811	69.197	28.066	42.781	71.415
"K00548"	1045.593	604.872	163.57	841.915	656.276	455.844	728.592	669.05
"K00549"	422.174	170.481	40.58	53.023	77.314	161.445	216.207	158.366
"K00550"	0.089	0	0	0	0	0	0	0
"K00552"	0.227	0.812	0	2.338	0.19	0.127	0.712	0.475
"K00553"	1.158	0	0	0	0	0	0	0.127
"K00554"	248.158	201.441	55.423	254.084	153.314	107.796	170.646	134.336
"K00556"	13.846	54.372	29.412	51.179	41.648	26.328	52.968	31.633
"K00557"	1.895	20.493	1.439	28.452	6.866	7.707	16.687	1.774
"K00558"	68.462	113.815	35.287	59.695	60.622	52.999	125.29	48.578
"K00559"	7.059	4.182	1.041	7.199	6.034	3.476	5.205	25.288
"K00560"	185.79	154.704	55.152	219.204	158.595	102.787	180.642	116.573
"K00561"	2.062	1.09	1.091	0.436	0.178	1.552	1.435	0.464
"K00563"	10.485	12.605	3.826	18.069	13.122	5.538	18.74	4.034
"K00564"	49.029	15.91	11.137	27.86	15.605	6.877	24.668	8.87
"K00566"	315.253	261.763	64.39	268.076	214.866	143.399	230.99	190.018
"K00567"	187.536	112.166	25.131	114.429	65.055	53.552	79.72	78.856
"K00568"	423.796	170.534	38.85	183.824	114.217	98.754	166.163	151.594
"K00569"	14.071	42.937	10.519	46.859	42.486	16.461	36.271	27.607
"K00570"	86.54	28.862	5.288	19.956	11.688	14.318	22.046	31.877
"K00571"	92.263	80.169	35.605	71.753	42.974	49.732	102.546	66.849
"K00573"	345.046	302.773	58.515	391.161	256.278	152.517	251.079	320.504
"K00574"	466.037	258.555	50.147	285.409	198.426	140.724	236.674	316.402
"K00575"	153.789	220.684	67.318	148.966	146.516	105.612	144.373	138.986
"K00577"	1.018	8.497	0.534	3.119	5.209	1.985	2.662	23.077
"K00584"	1.463	7.791	0.528	17.742	10.436	3.194	4.48	11.448
"K00587"	14.526	34.167	7.428	51.901	25.231	13.268	18.824	36.281
"K00588"	29.718	58.31	21.853	30.752	36.179	27.574	44.022	44.135
"K00590"	45.498	40.597	12.885	62.108	27.4	25.859	42.903	35.697
"K00591"	1.664	2.023	0.174	3.878	1.821	1.172	1.954	3.015
"K00594"	18.277	4.134	0.69	1.966	2.998	3.57	4.35	3.762
"K00595"	42.212	42.48	11.184	27.785	22.054	21.631	26.571	27.975
"K00596"	20.237	2.658	0.132	0.737	1.82	1.198	1.512	12.946
"K00598"	72.916	19.58	3.93	33.167	17.14	11.446	17.794	25.629
"K00600"	472.574	278.849	79.421	380.178	261.053	189.799	301.083	247.09
"K00602"	445.794	297.882	77.71	379.441	286.77	198.062	314.484	229.373
"K00603"	20.486	12.616	9.802	29.24	16.687	8.626	11.268	16.552
"K00604"	282.525	227.915	55.702	258.575	169.537	120.495	197.413	179.93
"K00605"	465.21	235.799	67.983	289.106	263.305	150.472	255.516	373.217
"K00606"	281.391	194.339	44.537	251.795	162.49	113.096	184.069	142.078
"K00609"	329.298	225.152	54.563	243.881	175.036	131.564	210.248	168.101
"K00610"	0.192	14.436	5.668	14.577	12.768	9.801	12.063	12.249
"K00611"	330.922	190.37	53.123	286.117	171.964	122.028	191.912	158.83
"K00612"	146.109	153.089	42.814	232.885	257.914	141.705	186.814	407.428
"K00613"	5.461	12.236	3.808	60.271	31.592	7.248	11.905	40.135
"K00615"	817.796	561.961	159.842	779.307	529.337	366.297	590.847	477.671
"K00616"	257.341	187.459	46.584	152.561	101.567	99.13	164.665	104.318
"K00619"	41.582	60.213	10.966	54.392	27.012	17.078	23.87	30.182
"K00620"	278.048	165.318	26.447	167.777	121.376	87.884	142.514	104.668
"K00621"	1.115	1.054	0.389	1.956	2.091	0.704	0.821	8.323
"K00625"	61.196	54.144	29.404	47.037	38.275	46.145	57.188	37.634
"K00626"	1598.86	584.455	171.53	964.299	708.844	513.547	831.363	951.783
"K00627"	473.157	248.436	68.805	287.332	216.087	164.54	284.634	280.438
"K00629"	0.277	0.072	0	0	0.285	0.093	0.024	0.385
"K00631"	109.44	88.613	25.471	141.273	141.57	64.288	111.669	166.063
"K00632"	284.242	123.538	37.325	173.825	113.604	88.241	160.251	137.811
"K00633"	3.43	3.734	0.835	4.928	1.883	1.037	1.482	2.969
"K00634"	9.776	33.45	30.201	57.085	24.136	20.857	27.868	9.476
"K00635"	307.617	58.836	25.271	104.515	99.893	59.804	112.365	274.857
"K00638"	0.506	1.036	0.499	0.558	0.301	0.464	2.489	0.109
"K00639"	199.954	182.287	65.359	236.593	180.621	136.25	201.077	181
"K00640"	233.185	176.054	46.609	191.938	118.459	94.243	155.473	107.3
"K00641"	375.591	200.574	48.201	214.915	161.933	135.815	203.826	139.642
"K00643"	103.797	22.581	3.903	7.04	11.634	17.587	28.993	22.249
"K00645"	268.375	206.285	51.159	216.542	165.191	100.923	190.035	160.588
"K00646"	0.251	0.983	0.045	1.299	0.47	0.119	0.198	0.193
"K00647"	148.396	113.033	24.363	119.348	120.219	65.34	131.799	83.545
"K00648"	353.737	356.496	105.228	397.372	304.662	214.447	330.561	309.332
"K00650"	0.104	0.174	0.075	0	0	0.187	0.229	0.268
"K00651"	34.508	40.279	9.223	66.882	52.483	21.441	42.909	38.509
"K00652"	98.633	114.018	20.427	161.675	105.58	63.195	106.07	88.796
"K00655"	593.075	359.991	105.601	416.813	207.172	158.076	293.536	250.495
"K00656"	85.02	181.555	82.78	431.56	273.852	143.827	199.995	197.778
"K00657"	116.699	79.38	32.89	59.794	41.936	35.533	73.025	31.249
"K00658"	366.933	231.546	57.568	204.218	216.43	155.073	286.826	178.963
"K00660"	0.28	0.07	0.034	0	0.127	0.171	0.246	0.276
"K00661"	33.685	33.177	8.335	32.56	19.276	15.37	25.191	17.929
"K00662"	12.115	13.899	3.196	23.721	8.517	6.768	9.995	11.723
"K00663"	46.549	10.523	6.159	11.544	3.411	4.545	10.331	10.415
"K00665"	4.48	1.512	0.522	1.292	1.269	0.902	1.839	2.395
"K00666"	914.036	344.861	97.369	427.839	373.015	309.491	452.931	672.002
"K00667"	0.06	0.31	0	0.267	0	0	0.132	0.118
"K00668"	0.426	0.451	0.469	0	0.05	0.177	0.313	0.165
"K00670"	5.335	2.796	1.848	18.276	3.474	1.627	2.811	3.234
"K00672"	32.321	15.985	2.011	7.029	5.566	6.387	10.194	14.972
"K00673"	24.683	19.774	7.811	25.424	19.89	10.736	27.877	31.149
"K00674"	236.076	125.564	27.031	134.197	96.236	64.989	137.502	73.8
"K00675"	18.292	12.109	3.258	27.493	15.963	8.435	10.05	19.191
"K00677"	137.818	164.637	39.919	160.46	113.406	82.284	130.361	115.167
"K00680"	0.304	0.299	0	0	0	0	0.224	0.459
"K00681"	683.198	397.939	86.769	451.069	422.342	252.707	404.313	633.274
"K00682"	3.677	2.929	0.656	3.366	1.678	1.278	2.182	7.879
"K00683"	16.819	38.584	12.497	37.541	22.371	16.833	32.618	24.544
"K00684"	158.216	122.946	25.53	97.603	74.154	59.252	101.544	72.875
"K00687"	0.189	0	0	0	0	0	0	0
"K00688"	509.613	474.734	117.183	476.399	369.694	287.036	383.251	298.181
"K00690"	26.656	77.003	18.369	193.212	133.933	34.234	71.223	89.561
"K00691"	8.441	43.443	14.116	29.698	32.403	25.582	44.334	5.28
"K00692"	10.056	0.171	0.287	0	0.344	0.127	0.687	0.028
"K00693"	0.449	6.86	5.497	1.636	6.734	6.896	9.684	7.546
"K00694"	47.027	21.778	5.664	9.527	6.975	9.158	19.023	15.71
"K00695"	1.198	32.154	1.966	48.315	39.232	16.9	20.847	32.688
"K00696"	8.35	91.743	16.96	146.562	101.108	54.137	73.88	77.914
"K00697"	154.257	51.71	10.159	23.208	19.594	34.634	45.759	29.66
"K00698"	0.372	0.117	0.058	0	0	0.24	0.025	0
"K00699"	8.495	1.737	0.635	1.823	2.541	1.641	2.485	3.322
"K00700"	377.981	256.476	66.492	310.762	213.616	161.344	242.055	202.782
"K00701"	0.698	2.783	0.649	2.693	3.744	1.593	3.143	5.848
"K00702"	22.676	52.175	21.713	148.132	76.672	43.351	61.97	11.41
"K00703"	200.336	231.362	69.314	263.366	182.001	123.08	194.413	142.358
"K00705"	226.625	159.387	42.844	223.131	129.024	99.763	141.726	99.311
"K00710"	0.501	0.659	0.081	1.273	1.05	0.112	0.5	0.719
"K00712"	9.429	5.096	1.098	4.116	2.875	1.692	4.889	3.396
"K00713"	0.857	0.594	0.047	0.913	0.131	0.106	0.245	0.434
"K00720"	10.289	7.454	1.471	6.828	3.162	5.039	3.931	10.527
"K00721"	343.263	246.958	78.783	344.393	198.964	159.11	240.367	302.663
"K00725"	0.064	0.173	0	0	0.071	0	0.022	0.112
"K00728"	68.301	10.552	2.048	18.976	4.997	4.346	9.267	5.754
"K00729"	19.983	10.224	5.221	25.595	10.277	8.473	11.005	14.778
"K00737"	1.234	0.954	0.158	1.146	0.844	0.411	1.245	0.626
"K00743"	0.241	1.003	0.122	4.592	0.33	0.388	0.865	1.031
"K00748"	149.471	169.206	40.065	168.355	126.722	81.514	148.622	110.082
"K00750"	0.607	2.386	7.079	3.94	1.896	1.092	1.863	0.502
"K00752"	6.172	7.077	1.228	2.807	2.493	3.116	4.809	5.381
"K00754"	63.183	99.001	21.234	84.826	71.554	41.483	78.527	73.401
"K00756"	15.303	22.146	14.211	38.807	20.376	12.195	24.148	18.69
"K00757"	37.252	44.203	16.984	53.219	28.058	23.812	45.268	33.5
"K00758"	243.426	49.608	7.632	36.743	44.251	26.945	61.715	43.418
"K00759"	159.107	89.308	29.579	82.146	56.21	49.642	78.214	78.092
"K00760"	138.498	113.804	28.802	163.566	93.767	58.089	97.125	106.848
"K00761"	180.071	109.926	38.966	111.397	56.093	58.776	103.562	58.113
"K00762"	222.967	171.904	44.052	151.586	113.4	85.433	146.87	117.359
"K00763"	152.396	87.116	25.71	98.393	55.368	54.867	76.161	90.604
"K00764"	415.344	333.53	88.883	387.04	320.781	207.67	334.179	252.33
"K00765"	243.018	186.225	57.506	209.292	150.984	108.282	167.553	137.391
"K00766"	268.659	189.288	39.928	189.333	157.365	97.838	188.801	144.374
"K00767"	171.413	162.623	38.681	173.664	121.788	80.584	137.681	107.137
"K00768"	136.344	81.49	17.919	63.681	39.033	41.161	71.512	37.094
"K00769"	35.154	30.165	7.422	39.339	13.359	10.673	19.703	13.095
"K00771"	2.982	0.242	0.286	1.544	0.21	0.154	0.481	0.117
"K00772"	156.024	74.459	23.492	68.382	48.693	50.846	62.898	69.814
"K00773"	291.343	228.653	70.796	278.723	190.692	143.318	236.049	176.92
"K00782"	58.797	47.937	14.739	64.619	32.166	34.682	45.429	32.93
"K00783"	122.695	126.34	28.58	98.465	61.737	50.969	86.547	49.26
"K00784"	156.211	166.901	52.71	457.701	306.761	90.563	123.706	584.98
"K00786"	165.134	122.291	27.139	124.887	79.077	71.982	106.217	124.979
"K00788"	108.355	137.715	22.838	120.094	56.992	43.982	73.544	77.626
"K00789"	440.252	324.049	76.668	392.422	286.24	220.665	334.592	260.345
"K00790"	392.282	251.583	62.307	274.299	225.546	160.924	267.102	195.098
"K00791"	217.542	191.669	60.369	213.641	164.279	103.979	184.893	128.57
"K00793"	184.898	151.777	37.2	166.801	109.524	68.974	137.887	106.04
"K00794"	198.418	147.412	34.978	166.828	103.418	71.875	128.075	103.474
"K00795"	139.481	56.429	10.525	53.239	24.746	28.622	52.231	28.693
"K00796"	271.354	176.818	42.417	167.803	129.453	95.955	158.919	133.153
"K00797"	308.29	225.466	56.687	250.82	197.452	136.847	201.827	372.019
"K00798"	211.674	105.103	36.901	123.68	83.419	62.401	117.964	104.919
"K00799"	1252.494	335.258	75.898	117.198	198.635	235.744	413.153	480.345
"K00800"	298.392	247.403	72.292	194.734	138.796	126.275	211.192	132.407
"K00801"	4.539	8.294	1.534	13.149	14.857	7.789	10.469	32.033
"K00803"	82.71	36.435	15.454	72.012	46.398	29.122	46.039	81.754
"K00805"	50.312	21.272	14.897	29.649	10.783	12.579	13.583	6.907
"K00806"	230.358	171.01	47.968	209.35	134.692	106.942	172.412	132.145
"K00808"	72.506	24.112	5.192	1.766	3.161	19.968	21.688	3.738
"K00809"	71.655	70.319	21.719	16.209	34.849	64.404	81.154	79.778
"K00812"	252.932	267.028	73.602	282.633	229.37	149.311	257.03	223.829
"K00813"	1.374	3.701	1.848	10.619	13.965	4.717	10.327	9.858
"K00814"	3.675	2.145	0.414	4.459	2.553	1.289	1.87	1.39
"K00815"	0.892	1.52	0.554	2.081	1.083	0.667	0.537	0.751
"K00817"	428.374	275.363	60.29	306.919	238.118	146.953	262.664	224.031
"K00818"	0.058	0.287	0	1.055	0.662	0.285	0.635	0.711
"K00819"	82.331	72.875	29.448	153.037	92.251	58.216	90.441	83.394
"K00820"	596.881	387.34	103.88	512.188	374.964	274.95	424.836	341.836
"K00821"	270.134	208.898	45.251	202.183	140.602	116.095	192.143	128.932
"K00822"	182.805	45.431	10.486	15.975	33.138	39.639	74.571	58.95
"K00823"	176.261	55.708	9.943	101.035	58.732	39.271	60.58	87.548
"K00824"	116.027	67.16	11.98	57.531	56.539	38.374	61.415	51.126
"K00825"	0.425	0.166	0	0	0.251	0.056	0.053	0
"K00826"	443.279	339.205	101.796	337.633	280.876	201.454	327.614	377.632
"K00827"	6.451	4.204	0.861	6.628	6.698	4.198	5.276	16.931
"K00830"	295.628	151.404	33.891	203.617	136.746	89.259	146.797	183.9
"K00831"	291.764	181.839	51.496	196.629	175.108	128.091	208.089	145.939
"K00832"	151.012	37.335	11.319	13.487	9.287	30.307	55.214	4.055
"K00833"	109.694	123.386	20.68	103.537	90.568	61.197	96.606	78.871
"K00835"	3.811	14.314	4.261	20.614	17.451	7.941	14.778	23.51
"K00836"	6.629	32.789	3.414	22.123	11.274	7.349	19.512	7.411
"K00838"	0.431	0.182	0	0	0.105	0.197	0.233	0.537
"K00839"	9.91	4.256	0.877	1.306	1.115	3.583	4.659	8.44
"K00840"	1.522	0.479	0.196	2.008	0.041	1.158	3.034	0.051
"K00841"	2.667	5.173	1.984	6.185	4.019	2.443	2.886	2.966
"K00844"	1.015	4.716	1.97	2.825	4.458	3.884	5.136	0.153
"K00845"	405.17	219.937	71.365	296.121	182.988	112.829	197.651	150.994
"K00846"	2.33	5.765	0.238	19.094	9.347	2.241	6.087	4.732
"K00847"	213.523	158.933	43.203	200.495	138.03	81.137	151.757	118.379
"K00848"	33.222	27.927	11.066	53.098	28.296	20.426	27.828	20.52
"K00849"	90.76	63.553	31.013	123.158	76.654	41.304	79.334	62.805
"K00850"	47.857	107.971	41.104	164.825	94.444	58.865	99.004	75.168
"K00851"	69.524	21.653	6.336	15.419	13.002	10.914	23.031	15.68
"K00852"	149.833	73.353	25.56	110.524	68.141	45.116	62.221	87.364
"K00853"	50.052	49.016	21.404	91.723	52.427	38.745	57.144	15.748
"K00854"	281.317	157.853	55.143	451.016	201.628	98.779	174.988	139.184
"K00855"	83.142	63.956	5.271	74.192	63.262	24.259	55.888	48.666
"K00856"	144.978	84.088	17.024	63.722	61.419	56.594	87.524	69.443
"K00857"	115.116	60.649	25.168	77.989	48.974	38.664	74.221	46.316
"K00858"	215.794	185.429	44.194	204.439	129.16	87.291	161.076	144.23
"K00859"	177.654	146.615	39.103	154.141	100.334	65.113	121.512	98.75
"K00860"	17.837	66.449	13.451	123.3	67.778	33.05	58.027	69.827
"K00862"	9.227	2.001	0.302	0.371	0.164	0.471	0.662	1.469
"K00863"	27.155	3.993	0.505	0.924	1.92	2.175	4.101	0.798
"K00864"	429.235	185.668	55.856	279.641	182.912	135.894	216.535	185.182
"K00865"	69.737	39.79	12.858	37.497	31.226	21.776	34.757	16.028
"K00867"	69.416	12.889	1.64	5.033	3.111	5.461	10.965	4.37
"K00868"	35.805	8.458	1.738	4.479	3.058	3.008	5.396	8.902
"K00869"	8.338	35.813	7.389	46.593	26.067	18.596	37.49	28.919
"K00870"	2.827	10.575	3.476	10.178	11.988	3.822	7.911	8.298
"K00872"	63.503	61.065	16.276	63.778	35.832	28	43.253	46.296
"K00873"	416.759	359.19	91.01	366.223	310.428	189.297	315.628	258.848
"K00874"	130.416	111.906	38.43	167.662	113.647	80.495	118.581	50.996
"K00875"	8.866	2.743	0.758	3.073	2.087	1.437	1.216	2.439
"K00876"	67.676	89.861	50.114	185.973	74.083	53.566	88.197	58.531
"K00878"	6.004	13.484	6.047	27.123	11.879	7.11	11.757	14.286
"K00879"	0.733	1.572	0.906	1.351	1.555	1.83	1.851	0.336
"K00880"	3.344	3.291	2.238	9.972	7.305	2.342	3.532	2.199
"K00881"	0.663	0.068	0	0	0	0.315	0	0.056
"K00882"	36.924	10.489	2.126	10.255	3.948	2.99	7.123	2.102
"K00883"	55.022	13.092	3.667	8.931	6.551	6.054	13.18	7.55
"K00884"	31.68	4.722	1.118	1.724	1.164	2.065	3.673	1.259
"K00885"	1.612	0.487	0	0.137	0.099	0.171	0.253	1.449
"K00886"	49.237	29.853	10.174	41.663	27.153	18.174	26.406	29.841
"K00891"	138.971	172.289	39.692	157.531	92.255	66.358	112.476	87.163
"K00894"	4.825	2.705	0.529	8.441	3.278	2.231	2.172	3.301
"K00895"	31.749	24.818	16.905	53.73	34.069	21.719	28.996	19.04
"K00897"	4.462	0.769	1.191	1.207	0.88	0.822	0.815	0.744
"K00899"	22.768	7.437	1.338	5.809	5.25	4.789	6.771	15.766
"K00901"	97.092	88.561	15.664	64.228	43.62	29.57	65.971	34.31
"K00903"	0.855	2.416	1.608	1.337	2.895	1.606	3.251	1.794
"K00906"	110.031	44.48	9.155	48.356	46.103	34.175	63.05	84.417
"K00912"	128.026	140.739	38.066	137.274	94.456	72.592	123.672	85.838
"K00917"	1.838	2.859	0.646	1.397	1.77	1.506	1.922	0.768
"K00918"	1.258	1.706	1.284	0	0.605	0.69	1.872	0.336
"K00919"	185.759	145.574	37.392	154.247	95.479	67.388	106.423	82.455
"K00925"	201.68	162.336	63.116	148.43	101.847	113.411	146.379	99.153
"K00926"	109.561	69.192	27.023	164.453	88.194	49.415	67.946	111.767
"K00927"	373.412	248.797	63.436	269.741	219.843	152.894	255.132	186.291
"K00928"	343.263	297.423	84.046	292.12	229.649	166.396	279.265	181.542
"K00929"	4.125	22.153	31.398	37.272	23.302	20.32	21.655	1.566
"K00930"	258.686	183.4	43.519	170.961	129.911	96.583	163.09	126.574
"K00931"	217.727	192.655	41.454	182.638	142.962	95.093	161.887	124.847
"K00936"	58.142	11.95	2.858	21.577	6.276	7.026	13.133	3.769
"K00937"	493.265	270.303	56.408	247.007	209.754	163.837	289.508	301.769
"K00938"	0.206	5.41	1.053	7.403	9.153	2.372	4.351	20.717
"K00939"	238.226	255.682	60.294	297.777	196.846	120.786	192.743	145.978
"K00940"	207.08	137	43.816	137.974	103.69	74.705	139.321	115.238
"K00941"	132.793	99.8	14.526	98.113	51.881	46.431	69.517	56.418
"K00942"	205.753	162.686	52.773	173.21	108.046	78.63	138.893	116.049
"K00943"	202.39	141.104	41.428	171.254	102.602	73.201	106.462	118.516
"K00945"	125.113	125.301	47.204	135.639	101.507	58.373	109.702	89.438
"K00946"	175.734	157.832	33.367	137.508	111.509	75.59	132.772	109.479
"K00947"	0.546	8.441	1.721	12.865	5.611	5.133	6.915	4.163
"K00948"	435.05	282.948	68.738	328.012	218.305	157.854	262.368	213.575
"K00949"	53.615	23.769	10.378	63.361	17.576	12.072	25.625	12.111
"K00950"	138.523	119.078	27.953	160.154	105.197	56.961	113.453	95.705
"K00951"	370.002	331.453	101.888	336.09	264.065	201.149	316.311	193.617
"K00952"	0.736	6.692	1.979	1.408	2.727	1.236	1.957	18.352
"K00953"	40.61	6.244	1.496	8.542	5.657	6.9	10.027	18.216
"K00954"	204.987	155.536	39.8	172.735	108.776	86.389	129.482	110.025
"K00955"	129.238	40.018	12.853	19.627	27.407	38.382	55.663	27.498
"K00956"	77.788	38.64	11.56	26.708	18.363	28.792	68.906	3.303
"K00957"	239.532	87.555	36.19	78.186	74.637	88.581	143.344	49.098
"K00958"	135.146	209.23	37.862	355.057	270.751	97.927	162.255	242.279
"K00960"	23.986	10.587	1.88	1.252	4.566	5.044	7.534	11.063
"K00962"	567.845	400.08	109.981	473.125	379.13	260.309	425.211	293.232
"K00963"	245.923	160.639	32.968	204.929	137.966	84.367	144.087	100.22
"K00965"	122.268	111.822	29.441	98.38	68.632	45.401	68.961	45.57
"K00966"	37.833	28.931	5.79	19.22	15.263	11.083	19.418	40.747
"K00967"	0.373	0.19	0.242	0	0.24	0	0.496	0.988
"K00968"	1.543	3.219	0.361	1.737	1.514	0.653	0.58	0.414
"K00969"	184.758	150.864	46.767	172.053	97.331	67.625	118.896	99.25
"K00970"	257.414	157.732	34.429	162.904	114.522	87.985	135.948	107.024
"K00971"	62.035	81.651	29.634	93.012	54.825	44.782	80.166	54.702
"K00972"	2.903	12.861	4.742	26.733	17.267	7.855	11.926	29.509
"K00973"	267.01	229.025	57.221	285.543	194.78	149.766	259.364	182.102
"K00974"	183.968	256.954	69.215	318.186	202.616	116.154	194.419	167.35
"K00975"	330.009	221.408	57.137	270.064	185.102	117.513	184.387	148.707
"K00978"	76.561	52.355	12.225	48.123	51.906	38.525	48.6	79.642
"K00979"	151.948	167.239	38.368	161.494	117.091	82.607	139.303	108.825
"K00980"	6.592	8.598	4.473	8.36	6.906	2.527	5.617	4.37
"K00981"	246.041	165.355	41.465	177.138	107.046	78.521	135.491	122.21
"K00982"	377.722	190.949	41.678	181.615	188.12	120.093	210.637	172.786
"K00983"	26.735	24.685	4.158	30.732	16.67	10.274	19.659	19.067
"K00984"	1.531	1.318	0.154	3.901	1.02	1.516	1.991	1.141
"K00986"	316.955	376.656	98.229	858.711	387.445	277.753	352.624	624.052
"K00988"	0.775	2.67	0.847	9.393	4.828	2.213	3.229	11.743
"K00989"	262.824	112.189	20.612	148.828	102.918	71.364	114.9	112.476
"K00990"	350.895	265.308	52.037	226.223	198.9	134.435	220.443	177.099
"K00991"	91.634	71.122	22.49	95.024	60.559	36.561	75.724	41.269
"K00992"	136.163	65.035	9.671	74.438	56.218	34.966	67.592	50.22
"K00993"	0.275	0.049	0.08	0	0.181	0.058	0.078	0.417
"K00995"	236.437	130.108	31.784	166.756	86.723	56.037	99.961	109.438
"K00996"	17.851	23.567	4.781	37.808	13.255	8.891	14.453	13.348
"K00997"	173.228	74.904	26.497	70.112	38.407	37.773	65.659	52.655
"K00998"	3.05	1.235	0.132	0.291	0.197	0.185	0.73	0.043
"K00999"	3.497	0.289	0	0	0.083	0	0.04	0.165
"K01000"	313.23	222.362	56.734	258.991	193.488	143.053	232.243	172.571
"K01001"	0.089	1.969	0.196	1.624	2.64	1.457	0.876	10.215
"K01002"	21.054	21.481	6.155	19.123	13.796	13.461	23.22	4.088
"K01003"	32.173	12.201	2.865	0	6.867	11.36	15.269	27.897
"K01004"	42.948	7.856	1.291	3.53	3.96	4.648	7.871	13.075
"K01006"	560.793	373.494	114.309	611.236	466.119	298.017	406.741	385.226
"K01007"	440.979	381.894	78.247	573.681	327.512	229.599	340.414	346.449
"K01008"	252.505	152.564	33.256	216.269	133.431	88.714	148.564	130.068
"K01011"	319.683	203.045	34.797	216.794	150.745	88.621	162.749	223.275
"K01012"	142.796	152.734	42.208	157.086	112.677	82.615	126.098	102.706
"K01014"	19.4	6.817	2.287	10.727	15.736	7.665	11.356	28.614
"K01015"	1.291	0.629	0.259	2.5	3.337	0.563	0.87	5.246
"K01016"	0.103	0.073	0	0.428	0.211	0.034	0.768	0.568
"K01021"	9.552	6.011	1.147	18.172	8.471	3.564	6.47	17.772
"K01022"	0.083	0	0	0	0.363	0	0.058	0.263
"K01023"	0.879	3.586	2.434	6.239	5.973	2.154	3.977	7.445
"K01024"	0.791	1.037	0.478	3.656	1.199	0.565	0.869	3.339
"K01025"	0.35	3.583	2.404	4.05	2.987	1.973	2.823	4.02
"K01026"	103.971	41.916	14.855	53.279	30.289	30.421	45.011	35.896
"K01027"	6.429	8.146	3.239	0.787	2.845	9.213	9.593	2.092
"K01028"	141.106	40.115	8.746	12.505	14.996	25.401	63.423	10.888
"K01029"	143.5	39.588	9.812	16.953	17.784	27.173	62.261	13.147
"K01031"	47.308	12.908	4.499	13.196	16.998	12.935	18.553	29.911
"K01032"	47.258	13.273	4.012	8.454	11.943	10.238	16.706	20.841
"K01034"	15.365	11.286	10.232	6.194	6.564	8.553	11.726	5.776
"K01035"	15.276	7.172	4.241	1.044	1.589	5.939	6.343	3.903
"K01039"	83.605	42.806	12.673	71.829	40.89	34.003	43.532	62.212
